"text";"created";"screenName"
"@futebol_info @csampaio_pele Marcos Braz t<e1> em um outro patamar";2019-12-19 00:32:38;"GuilhermeFla230"
"RT @notavel: <c9> fato que esse Flamengo j<e1> se colocou - com titulos, recordes e futebol - entre os times hist<f3>ricos do Brasil. Mesmo n<e3>o supe<U+0085>";2019-12-19 00:32:36;"CesarioAdr"
"Sim, eu sou FNOCF: F<e3> de Nota Oficial de Clube de Futebol https://t.co/BEEszfHXWc";2019-12-19 00:32:28;"leomeirasz"
"RT @ofcjorginhocruz: VAI ROLAR MEU FUTEBOL BENEFICENTE DE FINAL DE ANO <U+26BD><U+FE0F><U+0001F4A8>

AMIGOS DO JORGINHO <U+0001F1EA><U+0001F1F8><U+26BD><U+FE0F> VS AMIGOS DO PFERNANDES MULTIMARCAS <U+0001F454><U+0001F9E2><U+0085>";2019-12-19 00:32:27;"NevesNinja"
"RT @andregallindo: 19/12/2019, o renascimento do S<e3>o Paulo Futebol Clube, tricampe<e3>o mundial. https://t.co/XzER9xCAYB";2019-12-19 00:32:27;"jpsilva10"
"S<e3>o Paulo divulga lista dos 30 inscritos na Copinha de 2020; veja nomes e posi<e7><f5>es | s<e3>o paulo | Globoesporte<U+0085> https://t.co/HFo9f62TAw";2019-12-19 00:32:22;"NacaoSoberanaa"
"RT @a_carolinasilva: E s<f3> para deixar claro que essa postura n<e3>o <e9> oportunismo de hoje, mostro o que escrevi para o UOL em dez/2017: https:<U+0085>";2019-12-19 00:32:19;"grazibhive"
"RT @edu_rvm: Don Diego Ribas. O cara que foi humilhado e execrado por 80% da torcida e em nenhum momento deixou de trabalhar. O cara que de<U+0085>";2019-12-19 00:32:15;"_CriaDaVila"
"RT @danidamasco_: todas as vezes que surge um caso de mulher agredida envolvendo jogador de futebol vc percebe o qt o esporte necessita da<U+0085>";2019-12-19 00:32:11;"gihh_lopes"
"RT @mateusduque: Imaginem um trabalhador brasileiro, que acorda <e0>s 5h30 pra pegar 2 bus<e3>o at<e9> o trabalho, correndo risco de ser assaltado,<U+0085>";2019-12-19 00:32:10;"torialmj"
"@Thiagolveiga @GusLMSantos @metbolado @douglax999 @futebol_info TIRA A CAL<c7>A JEANS, BOTA O FIO DENTAL, PALMEIRAS VOC<ca> N<c3>O TEM MUNDIAL.<U+0001F443><U+0001F3FB><U+0001F33F>";2019-12-19 00:32:06;"DeffJoao"
"RT @correiaffc: dou uma ida ali na rua e vejo o qu<e3>o essa gera<e7><e3>o <e9> palha, antigamente esse hor<e1>rio nas f<e9>rias tava geral na rua jogando aq<U+0085>";2019-12-19 00:32:04;"iCasttroo"
"RT @ge_fla: Dono da bola, Diego distribui presentes e volta a ser decisivo com a 10 do Flamengo https://t.co/zmVTGvGM79";2019-12-19 00:32:00;"MattheusCardos"
"@rdgrenal bah! Fa<e7>o minhas corridas ouvindo vcs. Todos, inteligentes, sagazes. E conhecem nosso futebol. Parab<e9>ns s<U+0085> https://t.co/sEamjEoJXD";2019-12-19 00:31:53;"cabraldatv"
"RT @brunocleber: <U+0093>Cruzeiro <e9>s minha vida<U+0094> <e9> a m<fa>sica de torcida mais linda que temos no futebol brasileiro. <c9> incompar<e1>vel.";2019-12-19 00:31:51;"NinhaAntunees"
"carter falando de futebol <e9> um crime";2019-12-19 00:31:49;"marronelucca"
"RT @eroliveira_: Excelente:
O jogador de futebol <e9> exemplo para a sociedade - forma opini<e3>o e influencia comportamento - e por isso tem de<U+0085>";2019-12-19 00:31:44;"marimachado155"
"RT @LuanaCalderaro7: Fala meu povo
H<e1> 60 anos em Resende temos o tradicional jogo de futebol solteiros x casados. 
E pela 1<U+00B0> vez n<f3>s mulher<U+0085>";2019-12-19 00:31:41;"imthebre"
"RT @futnatv: Textos cru<e9>is demais para serem lidos rapidamente:

Amanh<e3> n<e3>o tem futebol na TV.";2019-12-19 00:31:29;"alan_mzg"
"RT @SantosFC: A inspira<e7><e3>o de qualquer jogada existente no futebol <U+0001F451> https://t.co/zwUMgamHTf";2019-12-19 00:31:28;"Mik4elr_"
"RT @ge_fla: Dono da bola, Diego distribui presentes e volta a ser decisivo com a 10 do Flamengo https://t.co/zmVTGvGM79";2019-12-19 00:31:27;"rmcffla"
"RT @andrizek: Tirar algum padr<e3>o (negativo) do Liverpool pelo jogo de hoje <e9> n<e3>o conhecer o Liverpool. O time fez o m<ed>nimo hoje. Tentar<e1> fa<U+0085>";2019-12-19 00:31:25;"alessandrosabin"
"RT @SantosOpressivo: Jogador de futebol n<e3>o ama clube

Ama dinheiro
Ama status

QUEM AMA CLUBE SOMOS N<d3>S TORCEDORES, NUNCA SE ESQUE<c7>AM DISS<U+0085>";2019-12-19 00:31:25;"Vinii_Santooss"
"RT @mateusduque: Imaginem um trabalhador brasileiro, que acorda <e0>s 5h30 pra pegar 2 bus<e3>o at<e9> o trabalho, correndo risco de ser assaltado,<U+0085>";2019-12-19 00:31:23;"OdilonSantos01"
"RT @mateusduque: Imaginem um trabalhador brasileiro, que acorda <e0>s 5h30 pra pegar 2 bus<e3>o at<e9> o trabalho, correndo risco de ser assaltado,<U+0085>";2019-12-19 00:31:22;"Juliia_crvg"
"RT @ge_fla: Reencontro entre Flamengo e Liverpool na final do Mundial inspira brincadeiras na internet https://t.co/l9e8NKSXsj";2019-12-19 00:31:20;"AlinetqMengo"
"RT @SantosOpressivo: Jogador de futebol n<e3>o ama clube

Ama dinheiro
Ama status

QUEM AMA CLUBE SOMOS N<d3>S TORCEDORES, NUNCA SE ESQUE<c7>AM DISS<U+0085>";2019-12-19 00:31:19;"mayara61828093"
"RT @mateusduque: Imaginem um trabalhador brasileiro, que acorda <e0>s 5h30 pra pegar 2 bus<e3>o at<e9> o trabalho, correndo risco de ser assaltado,<U+0085>";2019-12-19 00:31:16;"winnie_maciel"
"eu sempre que joguei futebol no video game pensava em imitar a realidade. 
e ontem eu tinha contratado o goleiro Je<U+0085> https://t.co/NFvkdbkQYX";2019-12-19 00:31:16;"rafaelvieirao"
"RT @futnatv: Textos cru<e9>is demais para serem lidos rapidamente:

Amanh<e3> n<e3>o tem futebol na TV.";2019-12-19 00:31:14;"Madridbfr"
"@DeffJoao @GusLMSantos @metbolado @douglax999 @futebol_info Kkkkkk 15,16,18 n<e3>o ganhamos nada mesmo KKKKK BUUUUUUURRO";2019-12-19 00:31:13;"Thiagolveiga"
"Melhor coisa que ele fez na vida dele. Bom t<e9>cnico se ele ficar mais 3 anos por l<e1> vai ajudar muito o fortaleza.<U+0085> https://t.co/ZdfCajY0wd";2019-12-19 00:31:03;"Portela_59"
"<c9> fato que esse Flamengo j<e1> se colocou - com titulos, recordes e futebol - entre os times hist<f3>ricos do Brasil. Mes<U+0085> https://t.co/f3Ldm8rq1K";2019-12-19 00:31:02;"notavel"
"RT @prispg: Mais uma vergonha que esse departamento de futebol feminino do Gr<ea>mio tem nas costas. O desmanche do time campe<e3>o de 2018 <e9> um<U+0085>";2019-12-19 00:30:58;"0800gabriela"
"Dono da bola, Diego distribui presentes e volta a ser decisivo com a 10 do Fla...  https://t.co/Apsylit9LN";2019-12-19 00:30:56;"rafaelolmartins"
"@Graziani19801 @LeandroPauloBe1 @sidneynovo Chegou a ver a lista de refor<e7>os do Vit<f3>ria? Atletas vindos de outros c<U+0085> https://t.co/nyKvsoB0Wc";2019-12-19 00:30:52;"RichardPinheir0"
"RT @mateusduque: Imaginem um trabalhador brasileiro, que acorda <e0>s 5h30 pra pegar 2 bus<e3>o at<e9> o trabalho, correndo risco de ser assaltado,<U+0085>";2019-12-19 00:30:50;"vilasboas021"
"@MarcosMv876 @CeboIinhaaa Futebol <e9> sem logica msm, torcedores do galo zuando rebaixamento qnd ja ca<ed>ram, <e9> do jogo";2019-12-19 00:30:49;"BRJCRF"
"RT @futnatv: Textos cru<e9>is demais para serem lidos rapidamente:

Amanh<e3> n<e3>o tem futebol na TV.";2019-12-19 00:30:49;"caiogabrielfss"
"RT @_FlaRaiz: Os Deuses do futebol fizeram de tudo para acontecer Flamengo x Liverpool pelo Mundial de clubes.

Depois de 38, estamos na fi<U+0085>";2019-12-19 00:30:48;"nathycrf"
"RT @SantosFC: A inspira<e7><e3>o de qualquer jogada existente no futebol <U+0001F451> https://t.co/zwUMgamHTf";2019-12-19 00:30:45;"SodeLetra"
"RT @brunocleber: <U+0093>Cruzeiro <e9>s minha vida<U+0094> <e9> a m<fa>sica de torcida mais linda que temos no futebol brasileiro. <c9> incompar<e1>vel.";2019-12-19 00:30:39;"Livinhaa02"
"Com 1 ingresso c assisted futebol e UFC. Excelente https://t.co/LRUrF03OiX";2019-12-19 00:30:39;"noname579"
"Antes de ren<fa>ncias no Cruzeiro, torcedores protestam em frente <e0> resid<ea>ncia do presidente Wagner - Superesportes https://t.co/BqrzzozmBZ";2019-12-19 00:30:38;"marcioalebral"
"RT @futnatv: Textos cru<e9>is demais para serem lidos rapidamente:

Amanh<e3> n<e3>o tem futebol na TV.";2019-12-19 00:30:31;"kauez07"
"RT @andregallindo: 19/12/2019, o renascimento do S<e3>o Paulo Futebol Clube, tricampe<e3>o mundial. https://t.co/XzER9xCAYB";2019-12-19 00:30:31;"damarisleite"
"Dono da bola, Diego distribui presentes e volta a ser decisivo com a 10 do Fla https://t.co/vyV7J2w2zt #flamengo";2019-12-19 00:30:28;"HoraDoFlamengo"
"Carlinhos ser<e1> emprestado a clube catarinense https://t.co/VvsZY7zmWx #Corinthians";2019-12-19 00:30:28;"HoraDoCoringao"
"@futebol_info @marcosbrazrio vc e foda sapao. Vou fazer um quadro da minha foto ctg";2019-12-19 00:30:26;"MBortolato11"
"RT @livialaranjeira: A @joannadeassis, o @oleeonardo e o @Marcelo_Hazan tiveram acesso <e0> declara<e7><e3>o de pris<e3>o de Jean na Fl<f3>rida. De acordo<U+0085>";2019-12-19 00:30:21;"vhvr82"
"RT @correiaffc: dou uma ida ali na rua e vejo o qu<e3>o essa gera<e7><e3>o <e9> palha, antigamente esse hor<e1>rio nas f<e9>rias tava geral na rua jogando aq<U+0085>";2019-12-19 00:30:15;"VitimSiqueira"
"RT @mateusduque: Imaginem um trabalhador brasileiro, que acorda <e0>s 5h30 pra pegar 2 bus<e3>o at<e9> o trabalho, correndo risco de ser assaltado,<U+0085>";2019-12-19 00:30:11;"Sobieraii"
"@rafaqueiroz_RQZ @cornetacaipira @futebol_info Abate com os sal<e1>rios de Rodolfo, Rodinei, Berrio... Que v<e3>o sair";2019-12-19 00:30:06;"leandrotiberio_"
"RT @bdc_tti: Mal deu tempo de publicarmos e a diretoria do S<e3>o Paulo FC j<e1> agiu, rescindindo o contrato do agressor de mulheres Jean, o que<U+0085>";2019-12-19 00:30:04;"MotaYves"
"meu pai toda noite ouve esses caras falando de futebol eu simplesmente nao aguento mais";2019-12-19 00:30:02;"swfocko"
"RT @ge_fla: Dono da bola, Diego distribui presentes e volta a ser decisivo com a 10 do Flamengo https://t.co/zmVTGvGM79";2019-12-19 00:30:00;"DosIslandio"
"RT @ge_fla: Dono da bola, Diego distribui presentes e volta a ser decisivo com a 10 do Flamengo https://t.co/zmVTGvGM79";2019-12-19 00:29:57;"daniellerlouise"
"RT @mateusduque: Imaginem um trabalhador brasileiro, que acorda <e0>s 5h30 pra pegar 2 bus<e3>o at<e9> o trabalho, correndo risco de ser assaltado,<U+0085>";2019-12-19 00:29:56;"marsindx"
"RT @thirfernandes: Informa<e7><e3>o antecipada pelo amigo <U+2066>@Fredfrm<U+2069> - Estafe de Elias cobra R$ 2 milh<f5>es do Atl<e9>tico e n<e3>o descarta ir <e0> Justi<e7>a<U+0085>";2019-12-19 00:29:47;"galondrinapr"
"RT @jeff_DiasFlu: Para alguns  MODINHAS esse t<ed>tulo n<e3>o significa nada,  mas quem viveu ele sabe da import<e2>ncia.... O futebol vem de muito<U+0085>";2019-12-19 00:29:44;"vinicin15_"
"Isso <e9> futebol rapaziada, ningu<e9>m nunca vai entender, quem gosta vai entender o cara, m<e1>ximo respeito <U+0001F4AA><U+0001F3FE><U+0001F4AA><U+0001F3FE><U+0001F94B><U+0001F94B> https://t.co/YPm2NE7IhT";2019-12-19 00:29:43;"JotaV_7"
"RT @brrodrigosilva: Empres<e1>rio do atacante Germ<e1>n Cano me confirmou proposta oficial do Vasco. Disse que do Brasil, apenas essa. Mas a conc<U+0085>";2019-12-19 00:29:43;"Raafa_morandi"
"RT @futnatv: Textos cru<e9>is demais para serem lidos rapidamente:

Amanh<e3> n<e3>o tem futebol na TV.";2019-12-19 00:29:43;"yuri_gottschalk"
"RT @mateusduque: Imaginem um trabalhador brasileiro, que acorda <e0>s 5h30 pra pegar 2 bus<e3>o at<e9> o trabalho, correndo risco de ser assaltado,<U+0085>";2019-12-19 00:29:40;"jjjuninho7"
"RT @ge_fla: Dono da bola, Diego distribui presentes e volta a ser decisivo com a 10 do Flamengo https://t.co/zmVTGvGM79";2019-12-19 00:29:36;"joseAiltonx"
"Muito boa nota do S<e3>o Paulo Futebol Clube. Gosto principalmente pelo final, onde pede para que o caso do atleta ves<U+0085> https://t.co/qjqAu5k0N7";2019-12-19 00:29:35;"Nunes_Rafa"
"RT @mateusduque: Imaginem um trabalhador brasileiro, que acorda <e0>s 5h30 pra pegar 2 bus<e3>o at<e9> o trabalho, correndo risco de ser assaltado,<U+0085>";2019-12-19 00:29:34;"7iogo"
"RT @ge_fla: Dono da bola, Diego distribui presentes e volta a ser decisivo com a 10 do Flamengo https://t.co/zmVTGvGM79";2019-12-19 00:29:30;"alinesoarestner"
"RT @samircarvalho: Valor que o Corinthians oferece ao D<ed>namo pelo Sidcley. Avaliem vcs se <e9> justo. #mercadodaBolaUOL 

Corinthians oferece<U+0085>";2019-12-19 00:29:29;"joseanmatheus"
"RT @mateusduque: Imaginem um trabalhador brasileiro, que acorda <e0>s 5h30 pra pegar 2 bus<e3>o at<e9> o trabalho, correndo risco de ser assaltado,<U+0085>";2019-12-19 00:29:29;"FbMoreirazzz"
"RT @futnatv: Textos cru<e9>is demais para serem lidos rapidamente:

Amanh<e3> n<e3>o tem futebol na TV.";2019-12-19 00:29:26;"caapalmieri"
"@SantaoEhLoko @PeixaoMilGrau @SofaScoreBR @Flamengo Sou sim, amigo. E concordo que o Verissimo <e9> mais jogador que e<U+0085> https://t.co/ma6ck8kODp";2019-12-19 00:29:23;"odecorodrigues"
"\"@paolo_crf Chamar de \\"lixo\\" foi demais! Entretanto, o Liverpool, mesmo MUITO ACIMA em todos os quesitos, tomou sust<U+0085> https://t.co/w9wTrap1ec\"";2019-12-19 00:29:23;"pablokling"
"RT @futnatv: Textos cru<e9>is demais para serem lidos rapidamente:

Amanh<e3> n<e3>o tem futebol na TV.";2019-12-19 00:29:20;"bonassoli"
"Parab<e9>ns ao S<e3>o Paulo Futebol Clube pela decis<e3>o de desligar o goleiro Jean do elenco para o pr<f3>ximo ano.
Espancado<U+0085> https://t.co/CTr659snoK";2019-12-19 00:29:17;"karinamarigold"
"RT @mateusduque: Imaginem um trabalhador brasileiro, que acorda <e0>s 5h30 pra pegar 2 bus<e3>o at<e9> o trabalho, correndo risco de ser assaltado,<U+0085>";2019-12-19 00:29:16;"luaortizzz"
"RT @Atilafla: Que esse cara ai da foto chamado Jean, n<e3>o volte mais ao futebol, que fique preso, que a m<ed>dia n<e3>o abafe o caso igual fez com<U+0085>";2019-12-19 00:29:14;"firesensitive1"
"RT @ge_fla: Dono da bola, Diego distribui presentes e volta a ser decisivo com a 10 do Flamengo https://t.co/zmVTGvGM79";2019-12-19 00:29:12;"1psicopatar"
"RT @mateusduque: Imaginem um trabalhador brasileiro, que acorda <e0>s 5h30 pra pegar 2 bus<e3>o at<e9> o trabalho, correndo risco de ser assaltado,<U+0085>";2019-12-19 00:29:10;"coeMarii__"
"RT @perrart: pelo visto se proibir o futebol de quebra acabaremos com:

- a viol<ea>ncia dom<e9>stica
- o fascismo
- a lavagem de dinheiro
- e al<U+0085>";2019-12-19 00:29:06;"migalhadachina"
"RT @futnatv: Textos cru<e9>is demais para serem lidos rapidamente:

Amanh<e3> n<e3>o tem futebol na TV.";2019-12-19 00:29:02;"ljm_nino"
"RT @futnatv: Textos cru<e9>is demais para serem lidos rapidamente:

Amanh<e3> n<e3>o tem futebol na TV.";2019-12-19 00:29:01;"mbassa_"
"\"RT @_arthursandes: \\"<c9> dif<ed>cil acusar. A gente cai no que aconteceu com Neymar\\", argumenta o pai do goleiro Jean, que pede tempo para evitar<U+0085>\"";2019-12-19 00:29:00;"abelicehy"
"RT @avelarfans: Se eu fosse um time de futebol eu seria o https://t.co/JNOUyQsBfD";2019-12-19 00:28:57;"dehsccp"
"RT @ge_fla: Dono da bola, Diego distribui presentes e volta a ser decisivo com a 10 do Flamengo https://t.co/zmVTGvGM79";2019-12-19 00:28:53;"FilipeRN93"
"RT @SantosFC: A inspira<e7><e3>o de qualquer jogada existente no futebol <U+0001F451> https://t.co/zwUMgamHTf";2019-12-19 00:28:51;"Dusbim"
"\"Esses jogadores a<ed> de futebol \\"a<ed> porque acabou a minha carreira\\"";NA;NA
"Aham, t<e1> bom. Senta l<e1>, Cl<e1>udia.\"";2019-12-19 00:28:47;"comicscream"
"Caralho coisa chata sentar com esses guris e o <fa>nico assunto ser futebol, <e9> s<f3> no meu pa<ed>s Panambi ser<e1>?<U+0001F611><U+0001F611>";2019-12-19 00:28:43;"Kausiilveira"
"\"@JEFCONTI \\"n<e3>o <e9> sobre futebol \\" , sobre empatia.<U+0001F44F><U+0001F44F><U+0001F44F> https://t.co/NKqiNwZMP1\"";2019-12-19 00:28:42;"NetiConti"
"RT @cauelira: A gente espera muito de jogador de futebol. H<e1> um motivo para todos terem votado no Bolsonaro: s<e3>o burros";2019-12-19 00:28:42;"bolsolulabot"
"RT @brunocleber: <U+0093>Cruzeiro <e9>s minha vida<U+0094> <e9> a m<fa>sica de torcida mais linda que temos no futebol brasileiro. <c9> incompar<e1>vel.";2019-12-19 00:28:41;"Ligorioaana"
"A gente espera muito de jogador de futebol. H<e1> um motivo para todos terem votado no Bolsonaro: s<e3>o burros";2019-12-19 00:28:37;"cauelira"
"@linhaespn acho que as an<e1>lises est<e3>o muito europ<e9>ias, o Monterrey deu um choque de realidade que o Napoli j<e1> tinha<U+0085> https://t.co/nFTRwFEFKM";2019-12-19 00:28:30;"claviana70"
"@mellalmeid3 @CBF_Futebol J<e1> <e9> nossa essa copa";2019-12-19 00:28:29;"LoganErickk"
"RT @mateusduque: Imaginem um trabalhador brasileiro, que acorda <e0>s 5h30 pra pegar 2 bus<e3>o at<e9> o trabalho, correndo risco de ser assaltado,<U+0085>";2019-12-19 00:28:27;"ximenesm1"
"RT @mateusduque: Imaginem um trabalhador brasileiro, que acorda <e0>s 5h30 pra pegar 2 bus<e3>o at<e9> o trabalho, correndo risco de ser assaltado,<U+0085>";2019-12-19 00:28:26;"_andreeeeas"
"RT @GiseleToretti: RS:

O estado que elege um pessoal que vota a favor da doa<e7><e3>o de terreno com avalia<e7><e3>o milion<e1>ria a um clube de futebol.<U+0085>";2019-12-19 00:28:24;"fcscomparsi"
"RT @futnatv: Textos cru<e9>is demais para serem lidos rapidamente:

Amanh<e3> n<e3>o tem futebol na TV.";2019-12-19 00:28:23;"danielpaees"
"RT @mateusduque: Imaginem um trabalhador brasileiro, que acorda <e0>s 5h30 pra pegar 2 bus<e3>o at<e9> o trabalho, correndo risco de ser assaltado,<U+0085>";2019-12-19 00:28:20;"CicihAlmeida"
"SPFC resolve rescindir com goleiro Jean ap<f3>s acusa<e7><e3>o de agress<e3>o <e0> esposa https://t.co/FQDXsFm8BP";2019-12-19 00:28:16;"EmilioAssisJF"
"@klaudisson Futebol pra mim s<f3> serve pra analisar pernas. Bjs";2019-12-19 00:28:02;"cardioid_"
"RT @futnatv: Textos cru<e9>is demais para serem lidos rapidamente:

Amanh<e3> n<e3>o tem futebol na TV.";2019-12-19 00:28:01;"maateus347"
"@Veldiiii @JuniorCRF1981 @Trents_Corner @Thiagozoka @LFC @Flamengo Se fude rapa, t<e1> tirando o pa<ed>s do futebol";2019-12-19 00:28:01;"vitchkuhl_"
"RT @Ryaan_Rcn: Futebol flui dos canas, 4 a 0 fora o baileeee";2019-12-19 00:28:00;"021_RioDeJaneir"
"@DiogoSilva2020 @futebol_info Mandaram Gustavo Henrique, Bruno Henrique e Gabigol e n<f3>s devolvemos Par<e1> e Uribe, se<U+0085> https://t.co/ozhYRhe7b1";2019-12-19 00:27:59;"leandrotiberio_"
"RT @tulioalmeida28: O jornalista de futebol tem que acabar https://t.co/OjdlEp6PVp";2019-12-19 00:27:57;"vn_falcao"
"@andrizek 38 anos sem ganhar t<ed>tulos de relev<e2>ncia d<e1> nisto. Desespero total dos flamenguistas, tu n<e3>o deve estar d<U+0085> https://t.co/qvQ93BKwbE";2019-12-19 00:27:57;"CelsoGalves"
"RT @edu_rvm: Don Diego Ribas. O cara que foi humilhado e execrado por 80% da torcida e em nenhum momento deixou de trabalhar. O cara que de<U+0085>";2019-12-19 00:27:54;"nikocrff"
"RT @Marcelo_Hazan: Outro advogado de Jean, Breno Tanuri, cuida dos detalhes jur<ed>dicos da rescis<e3>o contratual do goleiro aqui no Brasil. Mai<U+0085>";2019-12-19 00:27:54;"paulocolacique"
"RT @mateusduque: Imaginem um trabalhador brasileiro, que acorda <e0>s 5h30 pra pegar 2 bus<e3>o at<e9> o trabalho, correndo risco de ser assaltado,<U+0085>";2019-12-19 00:27:51;"diegxalves"
"#Linhadequarta - O mais gostoso <e9> que analise serve apenas pra refletir mas n<e3>o ganha jogo. O bom do futebol <e9> que<U+0085> https://t.co/B11Pi4Lf4W";2019-12-19 00:27:48;"oclaumartinelli"
"RT @mateusduque: Imaginem um trabalhador brasileiro, que acorda <e0>s 5h30 pra pegar 2 bus<e3>o at<e9> o trabalho, correndo risco de ser assaltado,<U+0085>";2019-12-19 00:27:47;"Medeiros_Crvg88"
"RT @andregallindo: 19/12/2019, o renascimento do S<e3>o Paulo Futebol Clube, tricampe<e3>o mundial. https://t.co/XzER9xCAYB";2019-12-19 00:27:44;"vinioaraujo"
"\"RT @LuanSperandio: \\"A Anatel quer contratar empresa por quase R$ 15 milh<f5>es para fazer um servi<e7>o que j<e1> fazem por R$ 2 milh<f5>es\\"";NA;NA
"Isso aqui<U+0085>\"";2019-12-19 00:27:43;"cabeludodobem"
"RT @GiovanniChacon_: medidas cab<ed>veis t<e3>o logo esta etapa se encerre.

O S<e3>o Paulo refor<e7>a que vestir a camisa desta institui<e7><e3>o representa<U+0085>";2019-12-19 00:27:42;"ttithearetomada"
"RT @SantosOpressivo: Jogador de futebol n<e3>o ama clube

Ama dinheiro
Ama status

QUEM AMA CLUBE SOMOS N<d3>S TORCEDORES, NUNCA SE ESQUE<c7>AM DISS<U+0085>";2019-12-19 00:27:40;"princessmilk_"
"RT @ge_fla: Dono da bola, Diego distribui presentes e volta a ser decisivo com a 10 do Flamengo https://t.co/zmVTGvGM79";2019-12-19 00:27:39;"EuclidesFla"
"@Fiel_Sofredor @BolsonaroSP Pensa num time de futebol, grande nome tendo torcida e se afundando. Resolve se organiz<U+0085> https://t.co/ZSUa87yJQ6";2019-12-19 00:27:38;"lverdeninho"
"RT @LarissaTurko: N<e3>o <e9> poss<ed>vel que o Real Madrid jogue toda essa bola e n<e3>o consiga fazer um <fa>nico gol. Os deuses do futebol n<e3>o podem pe<U+0085>";2019-12-19 00:27:38;"AlexsanderCruEC"
"@Fernandobastos1 @RafaelBrunogom2 @Footstats @Flamengo @Brasileirao T<e1> bom ent<e3>o, eu devo ter falado isso no calor<U+0085> https://t.co/MvnwA3vv9k";2019-12-19 00:27:36;"Semnicksincero"
"@Jobson95099878 @Willison113 @essediafoilouco por<e9>m, gosto do futebol europeu e acompanho sempre os jogos. diferent<U+0085> https://t.co/JnyvCvKKEZ";2019-12-19 00:27:33;"thenohyped"
"RT @a_carolinasilva: E s<f3> para deixar claro que essa postura n<e3>o <e9> oportunismo de hoje, mostro o que escrevi para o UOL em dez/2017: https:<U+0085>";2019-12-19 00:27:32;"NevesNetoH"
"<c9> isso que se espera de um clube de futebol que sabe da sua influ<ea>ncia social. https://t.co/LwLamPoKYB";2019-12-19 00:27:32;"xdrikaevarinix"
"RT @ge_fla: Dono da bola, Diego distribui presentes e volta a ser decisivo com a 10 do Flamengo https://t.co/zmVTGvGM79";2019-12-19 00:27:29;"Menorzin2_"
"RT @ge_fla: Dono da bola, Diego distribui presentes e volta a ser decisivo com a 10 do Flamengo https://t.co/zmVTGvGM79";2019-12-19 00:27:25;"flarapoficial"
"@SaoPauloFC sempre preza para ter em seu elenco, n<e3>o apenas bons profissionais dentro de campo, mas tamb<e9>m boas pes<U+0085> https://t.co/sXDS5227xb";2019-12-19 00:27:24;"fhcanata"
"RT @mateusduque: Imaginem um trabalhador brasileiro, que acorda <e0>s 5h30 pra pegar 2 bus<e3>o at<e9> o trabalho, correndo risco de ser assaltado,<U+0085>";2019-12-19 00:27:17;"FelpSenaCRVG"
"RT @danidamasco_: todas as vezes que surge um caso de mulher agredida envolvendo jogador de futebol vc percebe o qt o esporte necessita da<U+0085>";2019-12-19 00:27:11;"biancamm18"
"RT @mateusduque: Imaginem um trabalhador brasileiro, que acorda <e0>s 5h30 pra pegar 2 bus<e3>o at<e9> o trabalho, correndo risco de ser assaltado,<U+0085>";2019-12-19 00:27:10;"fabrice_c1"
"RT @mateusduque: Imaginem um trabalhador brasileiro, que acorda <e0>s 5h30 pra pegar 2 bus<e3>o at<e9> o trabalho, correndo risco de ser assaltado,<U+0085>";2019-12-19 00:27:09;"BaptistaDeborah"
"RT @_LeoLealC: Abro o BNH, t<e1> uma discuss<e3>o de import<e2>ncia sobre Carioca de futebol x CBLOL (!!!!!!!).

Passado este absurdo, cinco minutos<U+0085>";2019-12-19 00:27:08;"akamonte013"
"RT @paolo_crf: A verdade <e9> que num 2019 t<e3>o dif<ed>cil, cheio de problemas, o futebol do Flamengo <e9> o Brasil q deu certo";2019-12-19 00:27:07;"fmoraes__"
"@rodbrandao_ Futebol s<f3> e futebol por causa do Pel<e9>";2019-12-19 00:27:01;"enzo_armstrong"
"@MeioCampo_ @futraiz_fc Nunca desacreditei.  <c9> g<ea>nio, com bola, mas com a vida <e9> uma anta. A hora q focar somente e<U+0085> https://t.co/G0xbRYx0VY";2019-12-19 00:26:59;"LucasC19560834"
"RT @brazbruno: Vasco entra em acordo com Uni<e3>o e se v<ea> livre de penhora de R$ 22 milh<f5>es 

Ideia <e9> come<e7>ar a quitar os atrasados para jogad<U+0085>";2019-12-19 00:26:57;"Medeiros_Crvg88"
"RT @a_carolinasilva: E s<f3> para deixar claro que essa postura n<e3>o <e9> oportunismo de hoje, mostro o que escrevi para o UOL em dez/2017: https:<U+0085>";2019-12-19 00:26:54;"garciaju_"
"RT @ge_fla: Dono da bola, Diego distribui presentes e volta a ser decisivo com a 10 do Flamengo https://t.co/zmVTGvGM79";2019-12-19 00:26:48;"IgorGus20880117"
"RT @SantosFC: A inspira<e7><e3>o de qualquer jogada existente no futebol <U+0001F451> https://t.co/zwUMgamHTf";2019-12-19 00:26:47;"clarensar1901"
"RT @_FlaRaiz: Os Deuses do futebol fizeram de tudo para acontecer Flamengo x Liverpool pelo Mundial de clubes.

Depois de 38, estamos na fi<U+0085>";2019-12-19 00:26:45;"Wesleysenna012"
"RT @SeuOurives: A Libertadores <e9> sensacional. Poder reencontrar o Am<e9>rica de Cali nos remonta momentos nost<e1>lgicos de alegrias e tristezas,<U+0085>";2019-12-19 00:26:42;"Vihhmoraes3"
"@vaievem_futebol Sai pra l<e1>! <U+0001F602>";2019-12-19 00:26:42;"pedrosardella"
"RT @futnatv: Textos cru<e9>is demais para serem lidos rapidamente:

Amanh<e3> n<e3>o tem futebol na TV.";2019-12-19 00:26:42;"Camily7b"
